Name;Substance;Y_1970;Y_1971;Y_1972;Y_1973;Y_1974;Y_1975;Y_1976;Y_1977;Y_1978;Y_1979;Y_1980;Y_1981;Y_1982;Y_1983;Y_1984;Y_1985;Y_1986;Y_1987;Y_1988;Y_1989;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022;Y_2023;Y_2024
Bulgaria;CO2;69065,3893;69002,96301;71314,69717;72295,10853;73162,87398;78269,41792;79144,78466;82151,29849;88210,23365;91487,36112;94608,41318;90721,88701;92594,26593;91653,54372;90114,36406;92280,53116;93378,19408;93717,0398;92859,71748;91703,64916;80054,346;64920,96965;62024,14281;62834,30492;60021,87941;61367,61603;61658,62385;59327,33004;56854,80249;50119,75147;48177,91877;50423,96094;47597,40411;53462,9256;51463,46529;52490,51479;54035,59325;57639,07051;54562,80337;46536,1375;49509,40379;54784,17009;49916,51483;44452,01837;47314,97396;49857,18459;47130,13232;49283,24429;46313,49615;44635,81615;39415,0795;45871,0921;49443,07745;36970,58111;34188,47174
Bahrain;CO2;3220,160797;3238,893;3827,249877;4765,473002;5573,162877;5743,120381;6210,657099;6831,426818;7216,031847;7683,217468;7785,047459;8317,842391;8750,232175;9076,792411;9286,805098;9647,903864;10969,16712;10721,30964;11315,00594;11420,46719;11996,9527;11569,25885;13615,2956;14727,7622;14999,63202;15243,20297;15794,25887;16259,64708;17234,48538;17325,8928;17771,46133;18402,54967;19226,92337;19896,06451;19920,64991;23370,17668;25448,9656;25851,9316;27668,95747;27655,58731;28835,2738;29003,53747;30216,35524;32130,84805;33289,91717;33469,0908;33457,10604;33752,13545;33822,04796;36847,41938;36840,15661;37357,84806;38830,68338;38688,96278;37969,16641
Bahamas;CO2;1441,329002;1463,861617;1725,655633;1718,126823;1501,651258;1537,039462;1356,728037;1506,461288;1527,70295;1573,976756;1546,163388;1359,908267;1115,169278;821,6081377;806,065251;714,3126951;747,9805608;883,6189178;902,7193137;1057,219303;1086,451021;981,6873517;846,6697318;870,3129163;964,7865703;1115,591778;1245,197438;1255,739656;1442,661779;1296,546341;997,2910525;992,723453;1086,880463;809,6316282;873,9984805;860,6069191;1095,384809;1313,826027;1361,55553;1132,435782;1283,025451;854,2167214;1017,090222;1091,124135;1136,322255;1120,418427;1245,545393;1373,812576;1210,629782;1450,508995;1173,32843;1448,819108;1405,526145;1409,836714;1459,224616
Bosnia and Herzegovina;CO2;11239,79836;11276,61637;11086,51341;12086,21443;13069,61474;13339,81967;13231,45612;13938,48769;14618,93444;15126,19703;14593,71491;16205,1802;16738,82824;17730,97984;18506,6585;19512,45766;20452,16904;18893,10886;19274,70134;19600,9881;24573,91637;21991,9947;16228,64932;13620,36517;3300,171855;3514,810909;4399,423441;8723,28598;11050,9183;10892,22713;14281,1653;14096,77331;14828,20061;15188,6659;16034,13931;16846,32801;18690,4506;19725,22927;21652,26721;21660,05075;22217,56851;25268,07062;23310,84807;23213,24325;20795,72809;20830,86251;23506,15815;23989,76478;24064,21974;22597,50547;22536,39066;23009,66628;22398,55719;20828,84872;20407,39023
Belarus;CO2;60164,95431;60261,00271;64372,17777;70345,68407;76149,69364;81829,97447;85360,76427;88278,52563;91877,76243;95081,51982;98641,8386;100528,1328;101469,1547;102009,4531;101541,8998;101537,4965;101988,8359;102587,2964;100998,9775;97520,22246;105533,2053;101585,4752;91841,85113;79292,6558;67594,05261;60427,34459;61358,65579;61807,05309;60307,57079;58161,41335;56259,89418;54998,71538;55190,38439;55831,13633;59187,54583;60019,23991;62463,71847;61058,86594;64765,47148;61606,56027;66120,3552;62961,03201;64268,96283;64429,47122;63970,86509;59168,29071;59062,93868;60221,76885;63448,57521;61247,48571;58160,05118;58642,28071;55894,49652;53820,35566;54215,79781
Belize;CO2;59,88038445;59,85396222;72,61834838;73,26795084;65,44598586;78,95022432;71,72298538;79,05380401;79,08310354;78,2457541;77,38950097;71,34933922;62,50475177;61,31768605;72,74273737;73,02425381;94,23044066;82,15155933;64,72101816;96,88029837;126,4504439;144,8034155;121,2211331;118,3020425;114,8899378;129,7772022;108,0182972;185,8473988;188,9347668;197,2897262;139,7357384;142,5255504;142,1737972;149,6783735;137,2461181;150,8653469;174,4656039;168,3624093;162,847406;196,7362605;233,2853419;149,9978185;162,9057737;205,6563781;204,4908885;247,1954217;260,7806756;284,6903347;284,5527083;398,1658334;318,6351252;336,0987768;354,5276101;375,6314671;388,9426216
Bermuda;CO2;138,8070537;138,6986022;168,9745714;170,4793283;151,8729472;183,9157262;166,7200645;184,0998192;184,1381392;182,1131921;180,0347906;153,4880679;152,1292702;157,5550552;170,4930765;166,3571708;162,9860226;248,2678146;291,5719063;362,5708823;252,5268088;227,938154;180,1264025;201,0708816;199,2142917;200,340811;204,2691875;209,6931914;214,6650587;217,4709124;150,4339024;148,6827322;165,5719565;171,0449389;172,9982199;186,0070137;231,6200714;277,1161454;278,870043;244,7441901;309,0261134;153,3836703;177,7456156;197,9648189;272,0285032;230,7289082;311,6791486;285,3484828;300,8763119;302,5395353;214,2433295;244,7129104;257,5293086;258,2900168;267,3163045
Bolivia;CO2;3025,270745;3772,935498;4498,073008;4188,162733;3987,674994;4535,584451;5124,784366;4923,1623;5610,155853;4992,174908;4979,491645;5299,154852;5521,803034;5686,149564;5195,913705;5117,375604;4767,922552;4951,37433;5361,66751;6173,004694;6584,33885;6899,387173;7430,538122;8888,917982;9594,067268;8674,055063;8385,602803;10167,64694;10174,87399;8877,2468;8204,837493;7936,283911;8467,891013;9019,071263;9452,223022;9937,182906;10781,56081;11996,01563;12843,44796;13659,43104;14792,72651;16094,81821;17041,38;18101,72285;19463,0261;19952,31321;21360,66889;21783,29828;21965,5201;21999,73326;18565,8682;21869,58886;23382,28031;24424,10762;28435,62158
Brazil;CO2;107138,8238;106778,4538;116263,0909;135214,0268;146001,2302;156484,9692;171924,3884;179596,3157;194201,9849;207382,645;207119,2493;191274,5999;189317,5925;181624,3899;184753,0769;198047,382;216928,1423;222927,2854;227765,5604;230965,6501;226888,8509;235264,6921;238695,8223;249329,6909;258749,92;280028,9591;300634,4004;319248,3422;328558,847;335914,7757;349407,6152;351336,7034;351436,9937;346505,5258;365310,6192;369257,4484;373687,2592;393125,376;412791,2696;385593,3216;439921,9126;463642,9627;497903,5861;523475,4784;546439,4253;517940,7645;482711,2033;494757,877;471083,5704;468579,3788;447921,0225;506233,3746;479266,3952;480234,9651;491468,7807
Barbados;CO2;360,3259446;359,4964466;412,6847147;408,5955818;375,3744624;430,5648585;408,5214375;436,7986676;445,8813331;446,0376315;444,8571466;441,7911394;425,8262689;440,3931544;410,2624495;499,1884707;539,5440656;510,2885244;523,2831326;596,0808399;615,7943989;586,5745579;570,4176035;542,9462255;529,2427294;541,2218373;528,7068993;628,3305786;690,7106358;723,5193965;588,0246679;564,9348512;606,1313494;637,2335121;630,7227943;645,6905452;697,934605;671,5962846;792,1054947;798,7176744;820,4371876;678,9193929;643,5808064;730,6716991;667,0201725;719,5232033;772,7526267;681,9134959;778,1769415;868,6314368;672,5972509;651,4602221;688,871416;690,6287165;712,7857251
Brunei Darussalam;CO2;2024,415806;1871,084285;2202,810615;2674,763843;2775,952678;2861,328685;3307,155349;3385,451816;3490,139922;3163,661925;3954,194918;3321,804415;3699,224759;4031,016981;3903,99433;3848,804077;3623,760248;3727,380511;4058,21866;3994,748073;4300,11738;4909,65885;5361,4775;5411,000159;5494,010905;5813,879758;6107,66541;6501,310266;5743,245244;6008,423053;6074,849383;5861,757817;5558,052945;6452,945756;6269,180612;6009,236664;8615,531214;8184,385657;8907,775887;8020,94398;7379,522013;7861,243014;7622,44358;7789,155684;8106,766157;7365,327223;7899,403526;7871,570114;8030,311777;7603,547633;10127,92812;9986,209271;9537,12711;9703,569349;9366,689049
Bhutan;CO2;35,12940096;37,13507397;40,32549758;42,36320635;43,17972876;42,76759336;44,62502219;47,08886345;49,7048004;51,3166466;51,81286992;78,1314312;77,73367573;78,89034309;77,44897143;82,3563606;82,95648593;128,6069509;133,4774535;135,2751766;180,6879068;187,8694681;185,9373288;198,8381463;257,6464246;320,7988574;357,8801459;378,2736567;395,9266617;400,5523097;405,3544561;439,2066331;477,3802527;495,963375;500,9712027;542,9427438;568,5596688;577,2865603;579,6588344;801,1046007;905,0151586;1106,153995;1055,102939;1106,760141;1129,28914;1309,597006;1424,428952;1473,598629;1750,499773;1806,282871;1413,117316;1544,514594;1517,179996;1560,736173;1591,896207
Botswana;CO2;153,6237704;153,7334198;197,2277697;262,528113;453,4100541;560,8454478;818,1012646;933,7368005;1054,812626;1200,894513;1268,093404;1386,002358;1446,199949;1417,118178;1412,1342;1511,519667;1738,404857;1803,969339;2164,505233;2385,589362;2823,026227;2792,20949;3397,571348;3350,900188;3212,679009;3341,736679;3012,19852;3215,774066;3827,415849;4033,18945;4099,647421;3955,818742;4175,350907;4135,37663;4053,364015;4390,659181;4148,592644;4422,886383;4509,358971;4127,895857;3382,171782;4013,334003;3524,748441;5521,772831;7148,106652;7090,982448;6752,365204;7440,847999;8208,760555;7341,983873;6091,916374;6546,426137;6837,684008;6720,668579;6901,60076
Central African Republic;CO2;75,7144003;75,74561417;75,49407905;78,01381401;83,97725321;87,07427965;90,26225891;93,30838058;94,84513631;108,9004816;107,0913927;131,9928151;132,066646;154,2010049;139,6865785;139,3959842;174,2071499;223,508161;205,7067165;190,1585781;159,3348284;210,7338631;169,844845;184,6853791;193,7739636;199,2216561;216,4115296;215,0253303;220,0033975;229,2974329;256,4076096;273,2250728;279,2098013;264,3620864;256,3079399;252,6183878;267,7970256;268,222796;200,5285502;195,5859924;199,9376322;217,4991325;221,0643944;148,830125;161,6594252;233,399279;251,5240911;264,6784802;293,4598729;302,3743231;318,4315452;322,6600773;322,4527344;332,5334813;337,407448
Canada;CO2;358161,871;365819,7039;383070,0624;402016,5393;410092,2581;400248,6431;413397,2055;427905,9943;431064,0804;445224,035;450458,4355;431801,2335;413801,6763;407451,4705;426805,9029;426677,4702;416607,7866;429345,4745;460367,0694;475497,8089;440500,9082;434552,4954;447318,1604;446666,0052;463885,768;475942,7479;489868,1467;505642,9499;513847,8892;523444,5702;543107,5965;534375,5758;554065,9906;573682,7369;559748,4467;582307,5293;574697,3761;594647,4548;575417,8809;542791,417;562109,8964;575782,671;567184,0354;575214,87;580319,7903;574379,2901;574098,2706;591892,9765;612583,6345;609075,8353;548445,3874;561734,4031;575835,1842;567096,8945;577972,6241
Switzerland;CO2;41353,08983;43313,15996;44015,61576;47647,7111;42960,72499;40554,45606;42237,40631;42657,44343;43860,66439;42538,56448;43299,52059;40926,26245;38713,71389;42813,94848;42307,0156;45508,57357;45417,57783;43829,2801;43787,54974;43601,26872;44757,25473;47071,16613;47032,84827;44724,28391;43792,32244;44575,10683;45125,24094;43834,32468;45296,8957;45564,87859;44764,33745;46188,74897;44577,8565;45858,36034;46402,89444;47033,55819;46607,03735;44616,31617;45980,65816;44618,02824;46324,55862;42287,46511;43600,24679;44606,73058;40895,5496;40221,74068;40788,46373;39818,28498;38517,91552;38395,387;35940,11615;37630,10183;34480,54081;33666,09388;33732,13648
Chile;CO2;28861,43308;31307,53739;32649,21117;32565,65372;30734,49609;27938,6378;28570,06623;26666,19177;27369,70714;29000,44971;28854,19629;26367,4157;22364,82008;22868,09598;24101,2851;23263,507;23536,41859;23771,79526;28283,15412;33976,17219;33221,24048;31792,62371;32874,8293;34906,42026;38138,8715;41789,3382;47892,89777;54357,95573;54861,9221;57395,27735;53856,92876;51662,93855;52198,40872;54125,51089;58500,26415;59143,19554;60360,33545;67752,07396;71323,99244;68225,80885;72323,0113;79075,33986;81348,54033;85410,89672;78704,62743;84379,7765;88865,30908;89752,52863;89819,43195;95247,61517;87510,84384;89108,42986;90427,91067;77007,42096;77822,57501
China;CO2;911501,2513;914940,398;975430,8528;1015182,287;1032730,217;1184119,403;1232146,49;1385042,924;1560941,85;1598873,431;1564736,772;1550623,925;1620845,024;1705597,06;1858544,691;1878471,978;1994730,321;2133274,824;2293579,145;2372091,084;2414276,24;2550198,475;2669788,147;2890181,384;3046920,055;3365775,036;3340256,514;3437319,44;3522033,398;3447770,927;3647877,288;3825057,89;4133072,959;4773108,177;5496262,043;6235685,203;6922874,094;7522003,234;7752223,748;8319163,825;9106005,111;9955748,166;10270740,97;10760430;10881104,25;10749896,62;10773725,84;10999418,85;11527511,68;11813058,17;11964128,54;12551864,52;12518684,44;13021241,98;13124727,99
Cote d'Ivoire;CO2;2615,801087;2667,644362;2964,854623;3049,890014;3133,229039;3402,913715;3888,659266;3857,035783;4463,111922;4162,936544;3960,140665;3624,651212;3445,532739;4055,530039;3614,585493;3312,424633;3459,09684;3375,55726;3413,24176;3279,155321;2972,089194;3064,819221;3052,053507;3238,281803;3384,611746;3702,969358;4632,104861;5639,033275;5464,713973;7297,160568;6967,222972;6986,988975;7387,413871;5814,419638;5995,737603;6395,543904;6278,681637;6234,914299;6918,513781;6411,299724;7314,885526;7078,410944;9020,17766;9801,028586;10459,11116;11265,04687;11403,48284;12329,95916;12343,16524;13183,2102;13288,12509;17200,58854;18410,27002;17924,98247;18810,95157
Cameroon;CO2;1180,740416;928,7848036;968,7765557;1011,537515;986,2447706;1249,909167;1163,719931;1625,328046;1760,537255;1912,206037;2038,128587;2176,489196;2307,437655;4658,102397;4868,695223;4779,4354;5787,237027;5261,911371;3316,106464;4763,301656;4756,523075;4531,872576;4356,534384;4759,807177;5147,34098;5155,677737;5286,052993;5321,788043;5539,335624;5334,311958;5726,331806;5700,329531;5619,519389;5735,982107;5637,145122;5471,33135;5576,709126;6736,869046;7068,942158;7713,820452;7827,984889;7429,482658;7511,078272;8179,119844;8870,513729;9185,375154;9701,410797;9863,265052;10548,37658;10271,13956;10388,03884;10349,08514;10433,87046;10332,85315;10292,88914
Congo_the Democratic Republic of the;CO2;2927,662872;2957,891611;3042,473501;3061,142859;3215,815612;3160,775526;3101,686439;3210,968229;3233,611666;3577,072585;3540,394504;3785,852624;3045,030555;3980,524151;3888,328588;3632,812786;3401,167195;3734,648596;3878,070806;3686,178763;3370,452799;1895,667891;1629,320898;1571,054625;2484,018354;2316,308144;2560,753086;2567,838388;2556,586343;2362,469718;1877,537686;1825,1677;1914,827944;2319,393334;2215,341279;2483,345582;2552,138468;2819,189426;2892,661804;2810,483595;2945,597651;3369,019973;3016,418688;3330,329031;3716,16062;3592,73195;2990,623331;3254,720007;4161,859415;4445,902036;4631,391578;4627,651683;6247,538706;6140,446591;6209,636481
Congo;CO2;1803,272071;2065,606214;1978,190395;8958,861534;12884,34612;7965,085588;7696,909028;2469,3992;1529,392224;1388,853375;1823,174747;2047,992056;2375,305721;2449,539221;2417,407518;2456,498019;2393,303878;2444,478303;2417,186649;2420,028788;2384,513751;2432,991444;2372,807753;2341,906468;2144,100593;2730,214878;3286,444358;3384,403506;4026,612193;4169,043103;4511,904346;4398,891655;2859,454881;3566,57386;3619,85397;4330,628757;4817,66961;4264,718893;4432,24662;4916,350053;5291,606629;4851,360915;4479,398348;5439,158594;5277,058937;5750,611087;5590,395366;5531,164875;6422,049425;7239,436879;7403,012033;7107,989939;8358,195606;7867,404454;8456,80185
Cook Islands;CO2;18,74444369;18,74470222;19,98743093;24,05098983;29,52389571;24,37631232;24,01435405;25,35679186;25,15976761;27,03780762;29,11681434;57,59158328;56,72648486;56,04853963;49,98399776;55,17277829;35,70145777;40,65830744;40,93400783;39,42506199;40,81162358;29,35809417;46,4951061;47,00312874;48,30402655;43,81624393;44,2167854;45,54423241;46,87037758;46,79252498;60,15704221;60,60324848;33,56896656;30,76486173;49,64590473;81,09904132;83,95942549;71,90340678;73,68329863;65,71548241;82,64780551;93,26859039;98,10932942;103,6039167;110,5652252;99,98255589;105,4415717;100,6518093;109,1304401;109,3947415;74,79009874;85,6257164;95,53664442;95,77907887;100,4884415
Colombia;CO2;28848,38573;29154,47988;29875,29508;30824,68351;31930,65242;34329,16364;36628,93679;37614,198;40115,48646;40340,32651;41083,93524;41592,67168;42186,32374;44274,19692;45013,81722;46558,5475;47076,56373;49101,79432;49613,35497;51149,46513;53201,83104;55025,87783;58331,73342;61657,43776;61311,24005;63985,88382;63179,44468;68363,92108;68740,00288;60240,70358;63416,44523;63033,45808;60586,3273;60051,20864;60094,67501;61888,2805;59049,78829;61244,99336;61197,61372;65321,51819;68151,0892;73168,27742;73602,73218;83634,8859;84918,8456;86216,46001;88493,49031;80999,43991;85396,47804;86060,69467;84302,62689;92168,28952;88344,57432;92797,29957;95079,30314
Comoros;CO2;21,87483864;21,88705775;21,78879811;22,54365739;24,31442477;25,25644609;26,18866394;27,12126098;27,57179469;31,77298492;31,21440761;29,91811513;27,81942197;30,43308177;29,4183788;29,33809641;16,99807968;50,27452218;46,16270823;42,66797061;39,3382435;47,65599725;40,47880183;39,50652429;39,40105342;40,48044437;41,92250347;41,68763779;52,86785273;55,14625454;90,11726542;97,06223036;100,3604914;130,4372561;140,1933636;135,6729405;161,6730956;107,0695187;106,5963413;132,6765596;155,9076667;140,8164652;145,4145999;174,5525259;154,5139483;171,239921;200,3619686;260,6541015;207,3335532;226,0219699;268,714123;397,1916956;429,792668;438,3139247;446,2669582
Cape Verde;CO2;149,9670735;149,9738604;149,2071222;154,4028617;166,690749;173,1597956;179,5370548;185,900959;188,8780418;218,1398991;214,0681289;204,8429074;81,81580252;89,60304098;105,5726881;105,2068753;34,04271279;50,52346659;62,49704499;69,45012432;53,79861084;67,69664023;67,11971602;65,43329684;76,65397289;76,72157172;91,61895142;91,01871184;93,16120649;97,19683215;280,1900541;324,829463;361,2879881;363,2073434;389,5050522;607,2557572;660,634981;748,9826134;725,4206232;708,1061963;749,8281481;871,6880608;747,9814824;731,5432744;774,0776727;790,8302025;830,4487887;888,0620007;796,0648714;837,8532919;628,2862143;647,9329621;680,1219808;650,8161206;676,2180409
Costa Rica;CO2;1434,371061;1447,481142;1622,34541;1832,887175;1799,077175;1972,154102;2029,586754;2557,43121;2763,32048;2756,190317;2491,713246;2307,418835;1972,86368;2002,73182;2079,190744;2191,915968;2287,473696;2411,726686;2553,238684;2883,946337;2916,439209;3153,849589;4243,312996;4265,120584;5004,463666;4967,609447;4745,098208;4680,798639;5179,62239;5169,174372;5131,409607;5532,175831;5646,303433;6068,841795;6180,19862;6356,113456;6905,357248;7713,720461;7630,273142;7318,807373;7236,170398;7698,397446;7639,442433;7935,316242;8046,235236;7757,787087;8232,493112;8395,956682;8440,506765;8193,011227;7175,426665;8053,115087;8197,723938;8097,813734;8376,338456
Cuba;CO2;21896,35315;22073,9375;21697,38068;23386,58095;25365,27275;26079,99918;27518,69138;30003,46929;32163,5089;32572,34512;33407,96807;33657,80683;33469,83413;36040,31008;38032,06436;35396,83325;36034,62201;39250,13063;40929,39475;41719,80711;38664,97958;30127,15218;23917,06273;21874,22674;22503,08295;23944,72065;25933,96178;28383,17348;27862,98566;28642,49716;28995,86798;27823,27513;26565,2997;25797,73637;25316,80273;26205,62413;26790,31764;27611,30278;26668,50244;26942,48086;28181,45848;27747,89424;28888,62851;29022,34623;26905,60739;29441,14367;27304,28947;26509,1389;26781,92325;22291,98071;18481,65944;21755,24961;19763,70771;20027,72629;21004,15482
Cayman Islands;CO2;25,76065686;27,56861637;35,77407775;38,34350306;36,19161725;46,21400405;44,12399497;51,13671972;53,58745014;55,41324688;57,16636426;58,42243821;58,97363294;62,05163835;73,70139489;76,34478998;84,35606104;94,87523234;108,0377503;110,7809143;115,6665206;114,3697908;116,9751442;108,4721775;127,539904;133,6382954;132,587885;136,1456697;139,3855933;141,2126852;132,0916517;130,8113873;143,208224;150,8423746;139,8858207;147,1088715;164,486838;205,4258941;222,8904411;227,5693566;247,2194621;199,6341591;191,0319783;216,6798472;232,0949377;250,860281;263,2178607;281,0205111;309,2383506;393,5337109;331,8812053;314,0824034;358,2319002;359,3833869;372,0177455
Cyprus;CO2;2168,127893;2184,867123;2664,031307;2772,183066;2122,782138;2164,169878;2632,065634;2794,395118;2904,305678;3098,995537;3270,495161;3131,910159;3165,564117;3151,307104;3203,344954;3147,006761;3498,179901;4059,954745;4114,82273;4351,521508;4639,163207;5162,594434;5490,092152;5746,986939;5991,287479;5861,010929;6223,625252;6312,163951;6617,145889;6877,792449;7132,922083;6998,468302;7175,959719;7844,087132;7789,091262;7905,965067;8011,511798;8308,858813;8494,153721;8287,357982;7914,144779;7657,139732;7122,189488;6440,718227;6817,320579;6856,189521;7221,947758;7363,174656;7214,032677;7216,810271;6802,427835;6919,187967;7223,114482;7203,219581;7341,093744
Czech Republic;CO2;188293,9935;188553,2357;188485,2452;186530,5574;169772,787;177052,4975;182456,1582;192946,9237;190779,7144;200524,3312;193521,6325;194174,7437;196156,302;196809,7063;199364,2967;196756,5789;194802,2127;194646,2923;190630,2661;183093,0056;165499,5681;150157,0944;144378,8124;139845,6422;134362,9171;133591,5953;137399,3332;134014,3598;127968,5203;119717,4364;132316,7247;132227,1756;127403,0626;130667,373;131532,5414;129048,0941;130791,2624;132336,5229;126120,7688;119712,645;120994,5547;118118,7542;114029,0399;109532,7558;107239,0521;108291,6126;109814,7675;110380,7847;109344,7573;103779,2614;94859,59628;99515,15274;97688,84763;85609,31243;77749,16421
Germany;CO2;1084118,768;1077003,142;1104933,476;1157369,712;1122162,384;1060228,24;1122588,685;1101090,08;1138954,991;1189107,074;1135220,235;1099568,013;1053709,779;1069229,427;1085415,015;1085998,176;1079857,596;1071914,02;1065620,688;1050433,307;1012701,591;991719,3139;937792,986;929327,268;915249,3761;910473,2843;939354,574;907482,3859;906605,1844;870663,9244;871384,7147;885474,5253;869940,4421;877912,9691;863389,4645;841748,0596;855448,1959;826597,1113;829911,052;768132,6177;814962,0086;788121,1439;800032,1042;817815,7571;778752,7273;784914,3219;789248,9363;774476,6819;746697,439;696500,2141;642087,7768;670666,9913;658088,5589;589659,6308;579935,6073
Djibouti;CO2;711,6115019;711,6319723;707,9865445;732,7486974;791,2953243;822,1293573;852,533708;882,8667483;897,0730397;1036,440736;1017,063817;778,6319448;722,0787123;593,6089265;477,5527934;475,8656547;444,9273196;642,7623569;576,9633299;1227,023586;974,7427259;1229,656271;1050,423648;1032,527824;1057,195183;1077,083952;1115,607714;1117,59248;1143,868471;1193,61456;733,6307953;754,9972481;782,9476692;826,8986167;791,5159508;754,1408297;723,4660338;750,1954923;806,874663;728,2876359;811,6198754;627,0712303;795,9725303;875,409374;883,5296576;816,2968861;745,4858287;676,5836378;735,5804404;833,5828792;745,8870762;819,7164866;866,8422458;879,9993028;894,666194
Dominica;CO2;7,587431855;7,583545237;9,1788095;9,259157011;8,281100445;9,96941434;9,067126259;9,985241575;9,990753827;9,887288829;9,779982862;14,22895183;13,31999557;13,0587938;14,48956854;14,53848356;12,46845453;18,45939888;21,30354412;21,83976803;21,3317573;21,42331386;21,5625943;38,78582325;51,1947514;58,90122606;64,58703048;62,16182;36,05152476;61,89039511;54,2398442;54,45320898;49,15953562;56,0269556;59,84233508;58,9023051;62,4727196;75,56396613;73,55555594;75,03231885;77,32576596;59,54727656;54,32447102;59,93517972;66,94494823;72,41944838;77,71022182;69,16764233;71,48726384;86,20802826;77,07357599;76,44300527;81,18796308;81,43716908;84,25043358
Denmark;CO2;61964,06691;57694,48648;59742,07945;58792,00937;52390,74589;54675,61271;60385,11355;62091,28538;62029,50995;65450,63293;64877,46878;54562,59241;56854,5035;53315,91448;54952,60716;62749,46499;63380,57282;61415,32641;57494,25673;51809,99121;52431,43723;63088,26524;57393,26838;59714,86417;63694,91619;60592,64767;74017,85588;64251,43536;60255,46541;57276,93548;53149,42535;54742,73232;54260,44933;59690,66402;54115,83642;50649,19611;58599,76626;53869,27261;50601,82244;48408,86155;48559,96276;43484,88062;38596,61244;40335,24489;36197,2401;34071,17284;35678,39534;33545,70646;33537,88638;30079,36503;27787,93587;29564,0501;28494,20414;26210,38686;25570,82486
Dominican Republic;CO2;3883,703696;3931,85947;5060,9956;5055,311311;5404,784556;5605,555808;5753,114135;6217,771581;6338,193868;6693,883342;6891,791456;6551,477522;6376,758716;7384,655124;7766,817877;6822,907681;7630,059045;8769,233722;8801,53679;9375,549041;8018,749775;8392,398066;9743,780547;9620,462944;11245,43493;11958,13535;12869,56571;14645,42549;16794,1562;18206,86638;19013,7734;19148,33581;21018,66311;18792,7976;17425,50326;18790,03695;20579,40289;20754,46084;20720,44045;19841,14756;20927,67224;21127,37508;21884,90521;21483,86043;21701,02746;23873,83572;24871,35336;23788,661;25628,6226;28461,48599;26925,96703;29668,06702;32112,83572;32788,85813;34222,49498
Algeria;CO2;19690,95693;23011,39982;35151,44646;47299,48372;39900,78477;36407,76409;47074,52757;52149,91492;57354,48171;57423,78474;57204,01314;54001,94852;56863,55345;59193,49654;62358,98718;71684,70692;74949,28979;72230,69188;72939,77808;73194,50517;72159,92737;75194,06388;84783,48604;82974,95756;81154,84955;83819,01473;81508,38001;79622,87493;81440,61546;84955,07036;87939,0687;85823,46647;89687,65206;96506,33888;96626,02261;101400,1722;105503,9045;108916,1054;113708,7834;116089,0666;118616,834;124803,4523;140269,9031;145728,6408;155033,0055;164578,4583;160745,7664;166320,2541;174805,2574;181686,3552;171950,4981;181321,4723;189188,6399;190578,5886;186358,3822
Ecuador;CO2;5020,694206;4491,761955;4481,774858;5667,159991;6918,89944;7498,369937;8587,80597;9980,257405;11216,08322;12154,50037;12795,5136;14089,24462;14184,39576;13332,75557;14000,525;15060,49444;15750,49389;14493,41502;16273,52968;16339,31234;17556,88761;17593,9941;18533,48922;18081,23941;18954,24827;20804,68081;23969,87196;24985,9386;24530,44283;21711,92503;22062,43662;24317,14988;24297,56632;24940,97432;26765,82001;28865,55824;30977,18684;31653,91736;32669,19677;35390,27835;38252,94173;38318,8209;38660,95043;41158,33924;43459,35614;43275,85969;42068,06078;41058,12823;42214,54313;41925,37225;36598,59454;41160,68623;44169,33414;46790,11544;47963,81371
Egypt;CO2;25457,08169;25164,98114;27345,3778;25461,33079;29433,72813;31732,44212;36680,556;37840,85897;38322,94867;41618,09029;45712,53284;51667,25773;55827,83396;62169,58978;68448,07433;71826,81198;74994,54462;81271,3944;83430,99996;88583,31544;91512,19954;93682,08098;97450,99859;97787,65546;93227,5329;99731,33295;106923,8728;113779,4856;120126,103;129408,7264;127915,6825;141203,1865;144962,475;147855,2725;160417,8415;178386,9538;188876,2838;201957,4777;202025,7097;210342,4956;211758,6177;219340,3276;232956,7294;228753,8637;233105,4974;239413,8658;250123,027;261706,6665;256218,9662;237029,8278;246184,0369;261631,2641;258993,554;275836,5103;291638,5827
Eritrea;CO2;341,7093587;339,9214756;321,6873368;324,5727816;317,222223;301,7340939;293,982995;249,0339246;258,6594973;286,8377222;301,1203931;339,5472132;317,6357561;322,5166621;323,8136693;333,2308371;291,4489396;296,5668266;305,5909073;312,9811624;329,2356393;378,1961834;491,0526286;683,5998674;770,8406415;834,0469662;917,1529618;858,8487159;639,4228675;679,2735844;670,2780996;735,3365335;725,5684332;700,4353008;717,3634222;604,2120148;543,3903162;530,0701081;463,0702732;480,9077011;516,7545021;616,6401978;634,2813146;593,5694959;595,5808957;577,6179355;597,1800412;586,135856;655,0544527;673,6010236;671,4798853;711,9322747;749,9219019;764,2023991;777,9773486
