Name;Substance;Y_1970;Y_1971;Y_1972;Y_1973;Y_1974;Y_1975;Y_1976;Y_1977;Y_1978;Y_1979;Y_1980;Y_1981;Y_1982;Y_1983;Y_1984;Y_1985;Y_1986;Y_1987;Y_1988;Y_1989;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022;Y_2023;Y_2024
Western Sahara;CO2;86,82954866;86,82857753;85,64775124;88,00484441;94,2890873;99,43354696;99,86029603;103,3873218;100,5865247;111,4099178;122,4510423;112,4390881;115,5991752;118,5090246;115,4031397;129,2272682;133,5881589;174,8614147;163,1864556;150,9526158;149,701392;181,0629874;160,3471899;149,7828762;150,9976331;175,6525385;179,0413946;187,7167072;190,3100186;197,8180764;255,332196;258,849286;258,2339176;264,1450085;263,2395598;259,5624953;260,0201408;256,0624709;257,5083466;255,5924275;252,9542428;238,9015302;239,4837822;238,093037;233,4424392;238,077573;240,0470322;214,7724714;225,724993;233,0085407;197,3934263;240,8664999;265,9755609;286,8322492;301,1747212
Spain;CO2;142835,2497;139401,5218;151702,2566;164527,3357;176897,2323;182703,1804;200845,0538;192732,8934;191499,6709;203184,5641;212885,3323;218520,6041;212027,9193;215139,5003;204227,9163;197459,2619;201302,6705;202466,1984;206619,2874;224914,0271;229467,764;237453,52;245483,9453;231105,5498;242168,862;255049,1195;244798,4239;263990,7676;272611,2748;294722,646;310332,6687;310537,7761;328590,3358;335967,3379;352497,3684;367833,8873;358333,8069;371507,6359;340120,5581;300402,4923;287751,9072;289520,96;284972,1869;256356,7729;255241,0374;271539,7392;263047,8603;278384,8697;271789,0602;254351,4191;214454,5674;233192,6962;238654,4175;220993,4465;220083,9435
Estonia;CO2;21348,70354;21374,02337;23242,10261;26552,88878;29576,86966;32159,45894;33766,07269;35143,59477;37494,17356;38995,35079;40461,2449;41526,39849;41693,14709;41429,38563;40396,54331;39571,01166;38555,3258;37929,19955;36005,0778;32757,69744;40040,12379;36526,13518;26604,72322;21892,24681;22558,73465;20602,48468;21625,91482;21179,92755;19007,05005;17420,13536;17821,49697;18248,39567;17518,84267;19554,40231;20045,60576;20068,92079;19432,51675;23033,71921;20880,84543;17438,93958;22215,59117;22335,59853;21230,08249;23636,58349;22751,38663;21022,22935;20587,78996;21964,69539;23648,84712;15462,92378;12132,92854;12925,55879;15018,24125;11474,08468;10648,54748
Ethiopia;CO2;1167,862789;1171,6442;1087,862226;1188,079427;1202,657015;1070,042665;1065,315041;1136,589082;1172,807359;1218,494465;1253,675882;1362,914989;1250,452299;1335,235823;1242,797443;1292,319819;1623,21626;1900,477129;1984,538908;2092,861893;2187,499541;2165,854567;1696,122941;2159,037892;2496,365347;2826,42432;3187,224592;3333,280243;3541,872099;3496,147584;3876,633548;4787,677697;4921,745467;5260,677206;5731,446895;5472,930136;5795,736033;6351,33075;6864,557474;6909,849201;6881,05663;7958,498514;8986,103716;10441,56241;12404,73898;13509,77254;16031,15494;15873,56447;17469,59915;18482,45815;18015,79819;19094,06398;18334,87942;19016,49062;19364,8469
Finland;CO2;41571,98632;40984,9935;44352,70695;48425,51804;44612,6759;44765,20607;51004,618;50681,09695;57130,05126;56895,48459;57422,43301;48014,03679;46267,94113;44682,0755;46026,01331;50460,61087;50566,00382;55227,92642;53872,10126;53893,25242;56226,20855;56911,01196;54094,20647;55368,79555;62093,08871;58750,58443;64936,71132;62743,474;59542,47484;58897,95093;57527,90692;63575,75688;65726,8419;74095,38832;70454,68439;58246,35933;69855,62155;68068,93073;59827,92026;57080,76686;65846,89084;58222,2668;52326,68119;53331,25617;49441,63581;45975,77821;48807,13848;46075,87538;47439,24066;44141,24896;39474,00074;39312,36514;37123,81814;32886,68568;31107,44408
Fiji;CO2;711,6795788;720,6200285;768,9874895;915,2221171;1106,995133;919,9538636;905,1868846;959,4003989;958,0524339;1026,008198;1100,835546;1123,719251;1094,193454;905,078848;754,6268862;845,047725;868,4276076;788,4216149;777,94462;900,6054585;1008,230093;885,99211;992,9351542;1073,207768;1122,518977;1112,649315;1164,174141;1202,554257;1192,093082;1275,696286;1443,31791;1563,630736;1293,790729;1525,326767;1978,986037;1730,8393;1860,75813;1724,054389;1291,74724;1063,542005;1696,525906;1245,442471;1205,161542;1373,11421;1559,873553;1617,19707;1592,471558;1540,564932;1654,915899;1618,952728;1074,317924;1342,698576;1434,325;1437,800211;1506,670745
Falkland Islands (Malvinas);CO2;2,937352734;2,934680171;3,571716214;3,603009641;3,210979647;3,885220313;3,522883811;3,888477206;3,889010014;3,84613115;3,802137994;3,730138784;3,487424974;3,417686925;3,79930156;4,758402475;3,835762738;4,075136382;7,733235196;11,60958017;5,683500153;5,709035413;5,750166976;5,605596123;5,712015469;11,19377184;6,741105973;12,60572134;7,090255934;7,184362476;7,200793965;7,801030103;9,072955686;10,26980714;10,92075523;11,16015899;14,18808369;14,859049;15,63733748;17,23935365;17,08005218;12,66265618;13,44282074;15,40487567;16,25747261;17,32463866;19,19266659;17,08584019;14,26662606;17,09462695;17,69035176;16,77890139;17,43282717;18,46412962;18,80009498
France;CO2;469213,3529;481323,1695;498869,6915;535509,4902;516766,4717;476251,1755;521750,5004;503181,3046;521191,1816;528762,1457;506787,4692;456446,3742;435396,7967;416264,4807;404695,8389;394433,1103;382324,7273;375493,3174;375561,8898;390076,0564;384982,8539;410038,9095;396633,4495;376972,9669;372674,26;381750,8329;396422,0908;388139,2094;410111,3295;403850,8754;400866,0277;404984,8982;399576,4055;404479,4373;405510,065;407763,8217;397017,2496;389864,7522;382574,9945;369937,8957;377278,6886;363689,7496;365023,6249;360158,6894;326950,915;332153,3323;334773,1886;338708,9742;328550,101;322904,2636;287086,8091;316704,4172;307680,2445;284154,1133;274450,5241
Faroe Islands;CO2;0,898769901;0,93960539;0,9817813;1,025076438;1,069706065;1,115042202;1,151077065;1,187421998;1,222530065;1,261340943;1,299519646;1,328358154;1,356853861;1,385034244;1,415152511;1,446105781;1,481172451;1,517964909;1,553487206;1,584514926;1,60843093;1,625219757;1,630335425;1,630641587;1,634301696;1,644686443;1,664409922;1,684492802;1,704915309;1,730837347;1,77833277;1,811591795;1,842418288;1,871722768;1,911623376;1,942171301;1,955196729;1,962668558;1,973484135;1,984778802;1,996102435;2,007972064;2,019436882;2,019903333;2,02004227;2,020578195;2,023296993;2,03752777;2,052150649;2,068822153;2,085624741;2,097527549;2,11138227;2,125276453;2,139398174
Micronesia, Federated States of;CO2;0,09327621;0,094308732;0,094597231;0,094582047;0,094855361;0,095887883;0,097755533;0,10038239;0,103586245;0,107124151;0,110798715;0,114594751;0,118527445;0,122505691;0,126392833;0,130112949;0,133544566;0,136687684;0,139724513;0,142867631;0,14626888;0,173767814;0,177729777;0,181573015;0,184790954;0,187045692;0,188260424;0,188488186;0,188093398;0,187455664;0,186863483;0,186468695;0,186180196;0,184910065;0,18291083;0,181504648;0,179718257;0,178791808;0,175117559;0,172966184;0,171674973;0,173663711;0,174321197;0,174355596;0,173403789;0,174034039;0,17483923;0,175820129;0,176849135;0,17796298;0,179218628;0,180483312;0,181803782;0,183154621;0,184581931
Gabon;CO2;603,7915897;1116,861224;1203,665559;3855,497377;3957,500327;5097,404522;5913,220854;5844,467497;6496,091505;6399,483789;6152,033349;6475,249686;6458,263314;5931,377324;6860,30079;7840,698727;5628,495012;4799,401574;4960,203238;6258,715166;6171,344969;4934,155836;4972,164974;5082,99565;5046,189624;5671,027742;6332,99025;6049,208394;6923,381971;6590,388913;6603,932228;6740,967549;6472,087815;7342,250663;6625,239574;6391,701023;5707,154309;5175,563405;5519,115909;5449,065942;5958,210169;5820,011527;5890,008903;6077,672338;6267,136414;6441,325925;6558,99592;5748,936946;5410,939409;5652,830846;5528,738294;5364,724413;5583,308878;5120,476134;5198,527235
United Kingdom;CO2;673623,8072;668882,8809;657936,2911;690257,6045;644874,1246;623898,3412;630050,6968;638549,976;636712,68;672897,1794;608557,0906;589250,3572;573333,2627;566501,3996;550201,5525;576790,8857;590784,3771;595435,9796;593143,2552;579536,5409;582607,8274;591736,2684;578439,1343;562397,4632;554878,8498;548339,449;567623,9844;546739,3901;547406,1813;544007,646;551958,4313;563114,9964;547160,8643;560737,1058;561173,6747;559523,6017;559930,5285;550417,6018;533910,9407;483469,8094;500748,4043;459206,6187;481389,7847;470219,6825;430657,3141;415884,7462;391861,4064;380711,8246;373882,0901;359013,0807;319696,4174;337914,8433;324994,8563;304786,6113;292419,3587
Georgia;CO2;23932,09591;23654,98775;25128,67045;26643,84263;27927,13515;29934,44172;30433,87581;30737,56852;31534,11865;32621,69501;33503,36005;33903,9384;33499,19301;32922,16623;32636,69901;32198,73656;31913,468;32323,41415;31838,44996;30652,60475;34490,70546;26612,493;20924,35986;16749,73831;10923,06106;8522,934741;6900,328673;6051,547215;5487,522381;4888,830014;5212,641263;3878,848108;3593,486757;3955,939183;4312,428596;4979,273142;5681,559929;6595,88411;5680,982368;6471,274534;6312,353289;7584,806944;8273,775452;9149,32081;9840,449725;10647,00889;11025,22787;11170,9307;11136,99826;11922,65985;11540,59002;12343,1791;13462,97185;13556,33105;13467,40778
Ghana;CO2;2344,64658;2384,320571;2496,260075;2550,784128;2718,608267;2894,141265;2959,928023;3055,219369;2971,251043;2635,031454;2663,130935;3174,445415;2733,423271;1726,888472;2000,916655;2341,172206;2538,805064;2706,928703;2842,572505;3171,523209;3131,101423;2902,955595;3427,301628;3535,826456;3763,690338;4044,313812;4390,606141;4617,431234;6270,120459;6842,650514;6017,179366;6503,591353;7680,344915;7208,263071;6716,776163;7105,801183;8640,681164;9122,544712;8651,429142;9918,093932;11128,03241;11992,24377;14475,60049;15397,68975;14835,24873;15610,6393;16040,0008;17372,50572;19056,5378;20276,64083;22945,76659;24491,58;23787,82765;23224,60252;24171,00587
Gibraltar;CO2;69,48372345;69,49281027;59,58148382;59,97798687;60,03198636;63,02795763;62,46516216;59,37683718;56,22805529;78,7813356;93,95417028;87,58668307;97,61998804;88,15594874;84,94351258;91,15338878;117,1341439;128,5937862;143,8881668;137,4561657;143,8342813;203,0220475;240,9751874;244,07828;288,2180601;281,9116789;288,1747321;297,5497604;313,1794557;325,6522995;341,2208862;349,9784157;356,2418756;362,5067633;393,7643738;406,2827854;424,9992448;421,7878706;431,0817133;471,6808991;474,8436275;459,2342913;468,6497446;499,8194569;537,2563077;587,1842961;612,2975597;649,8257109;689,6953453;717,3764162;639,4147516;641,5715081;635,6858778;629,2231506;635,1076596
Guinea;CO2;459,4182246;462,1559332;464,7293711;480,7182111;513,6727844;530,499954;550,0696315;570,0488125;581,9145516;661,5048703;650,351516;616,057483;585,9716628;646,1548801;628,5215369;589,0955236;737,1253685;1072,218463;1006,279619;906,4478556;946,9796951;923,0120711;825,7578763;850,5165257;864,2880075;880,9042522;911,2141557;915,8258281;951,8454694;995,8539853;1460,09813;1575,433444;1697,994078;1798,253178;1830,397429;1752,252259;1856,661564;1939,798949;2062,044468;2187,869393;2510,346722;2653,520299;2511,053022;2269,862221;2373,432346;2867,284869;3229,511758;3270,093141;3741,516038;4814,034454;5393,448227;5077,66917;5220,797201;5026,395589;5205,403046
Guadeloupe;CO2;185,141965;188,1536003;221,5642712;225,3046725;208,4676283;237,208573;224,0567075;243,58879;247,0429936;247,3724626;244,6119615;306,0869178;346,7501172;376,982329;425,2868733;400,3689685;418,9267949;497,1402331;576,4104351;627,3836564;687,3648985;731,9547744;685,5014929;735,5074983;771,3403948;753,4640653;741,5610258;774,6146942;789,612591;797,5445549;617,0381576;643,1478786;672,4592122;696,4482;669,2754872;681,4274699;761,8606807;819,1820844;829,8911071;893,1876307;1015,810873;1111,41079;1110,002023;1113,122311;1113,48161;1115,669342;1114,120074;1114,15359;1116,784556;1115,620579;1114,766799;1114,768998;1114,768974;1117,439188;1154,955017
Gambia;CO2;79,28295484;79,31475602;78,94669045;81,70475555;88,17837985;91,60291901;94,98100324;98,35056301;99,94311867;115,3082054;113,2167906;108,4314012;100,702489;110,2512577;116,0506138;115,7040587;108,7984753;185,7635626;170,6348706;157,4142565;122,5907034;153,5145302;130,2987201;136,4920644;156,7106003;149,6670402;155,038528;154,0242245;167,8479278;175,1187846;266,1933279;298,2281999;309,7201368;315,599638;326,7593564;331,8245614;367,7583671;387,3386605;390,9750101;434,1846828;440,8375809;463,6270842;444,4266535;446,3172594;483,839599;509,0153879;513,8020298;523,6415188;460,3212578;465,0008017;422,0148808;477,6464618;494,923373;473,8338914;492,2929005
Guinea-Bissau;CO2;44,19378672;44,22189451;44,03366599;45,54944907;49,09105596;50,96958403;52,81817679;54,66232123;55,53745862;63,92476592;62,80734952;60,21174443;56,01517376;61,23387393;78,2844538;87,55546937;78,48668321;182,8693902;193,5353155;181,0122385;168,9850169;212,6870102;190,06217;204,1902447;203,5389737;209,2278814;206,6258882;215,1868394;220,2321502;229,7471232;201,0534102;211,4907804;223,2844731;264,469555;269,6688986;275,3144568;289,0769428;307,300598;291,5828281;309,128561;313,7739185;318,36278;320,2266017;329,4622914;341,2141976;362,5349819;378,7785141;306,6219148;352,5986193;356,5866561;336,2951956;336,0456928;343,8675071;329,3134182;342,1606217
Equatorial Guinea;CO2;41,61132793;41,59813466;47,87347755;28,88978355;35,21909681;38,24057281;38,3264245;38,31348848;73,43894868;70,39901119;64,16313696;83,22357215;64,01692825;41,93515602;45,03062014;42,19185536;48,42129195;51,50866705;57,88873592;77,16146406;71,08633361;74,09724912;74,12499133;77,15734801;1211,709295;1287,283503;1407,86427;1936,229844;2354,203211;2572,774357;2744,62592;3600,605525;3212,236431;3590,569614;6279,8608;6395,675288;6386,334482;7136,403956;6606,718751;5477,848384;5715,902957;5960,909839;5609,983555;5723,319791;5717,868683;5406,875291;5389,252823;4887,037047;5315,206879;5122,441741;4910,125769;5030,807897;5088,75499;4765,077636;4826,904605
Greece;CO2;28944,69558;29994,07375;36815,51111;39384,92935;38597,01394;40598,8999;45551,20021;47773,22374;50390,34979;53302,70749;53414,68909;53095,08652;54234,25104;57718,6938;59041,57832;62455,04934;62048,10162;67237,79656;71744,40314;76425,54156;77910,40327;77936,7498;80065,22652;79593,20438;81212,6262;84260,73861;84249,87907;85201,38093;88655,15835;88904,21775;96066,26473;98121,16612;98087,86696;101845,3093;101590,3326;103639,7754;102386,6481;106006,2996;101836,0003;96217,84961;89098,08172;86144,67545;81554,99551;73877,47468;71008,50253;69452,15446;68161,20778;68383,89123;66535,72646;61492,68169;52360,5867;53715,0797;55116,39382;51237,88908;52508,70123
Grenada;CO2;11,37592664;11,36565705;13,75396242;13,87075277;12,39955333;14,92635613;13,56549352;14,93399743;14,93404036;14,77217067;14,60808541;18,96791141;17,75925224;17,41621793;19,32929914;19,3982999;23,30402642;30,67581394;34,10540704;34,96209988;50,9312373;51,14513268;52,85314986;59,50381674;69,49630649;62,45678789;66,66072381;90,86825074;79,25275178;80,2911191;57,41849628;58,34397115;63,35090551;69,64135441;66,3515209;71,28756166;81,30647274;90,48085281;98,88642525;106,3148301;118,8485801;91,949589;95,05231481;122,5560269;110,0303918;117,1122046;127,5630292;127,9984226;143,5023318;180,3777182;153,6366166;160,8443767;169,4146079;169,9438978;175,908524
Greenland;CO2;0,785411952;0,811159697;0,833689567;0,852937624;0,869643699;0,884174474;0,89633846;0,906363661;0,915679609;0,926331132;0,939777108;0,956761884;0,97702642;0,999489189;1,022837616;1,045650263;1,067706935;1,089411966;1,110053636;1,129154576;1,146256222;1,166800762;1,186314882;1,203343595;1,221983442;1,240457143;1,260244954;1,275497853;1,296183966;1,315888844;1,343359804;1,368025642;1,397090289;1,42966809;603,9130153;610,8196257;624,5758837;615,2580407;632,2748274;550,3880253;642,7621966;682,8670526;538,8686377;537,4054966;480,8181217;518,7682368;515,9007897;503,1182364;508,3066492;523,8543497;527,5091786;548,386619;590,3540538;584,8895975;594,1007649
Guatemala;CO2;2503,079228;2502,023538;2744,434403;2914,079941;3022,88549;3323,991781;3294,957439;3776,958723;4176,054948;4655,403162;4670,333149;4036,784889;3689,789032;3134,2393;3517,586172;3696,498059;3210,591605;3589,83257;3528,198244;3760,542863;3919,328478;4143,943511;4858,3203;5387,978733;5823,293901;6794,359983;6669,174662;6972,172022;8702,04134;8645,276529;9679,101439;10170,33112;10638,33555;10627,25763;10835,66518;11765,6526;11928,22668;12699,31924;11561,33745;12199,4516;11779,08534;12142,71413;12579,24615;13535,32602;14535,66899;16957,61258;18023,76455;17057,3164;18739,74038;19662,95989;17618,71575;20204,74137;18951,79249;20127,87712;20369,35601
French Guiana;CO2;91,01590549;90,94444579;110,8637842;111,855399;99,61430436;120,6961682;109,3864414;120,8256913;120,8562374;119,5310924;118,1721984;102,0550196;117,0112996;118,9084108;103,9980946;104,3763216;127,199519;151,1947723;186,5696043;220,7188799;257,4576217;283,1318472;233,3876751;299,2872383;304,9373779;349,9018954;361,2823046;375,5671107;397,6369049;402,0775256;174,2673591;175,9083679;165,5629508;207,3166302;200,5526094;199,9041524;195,0790179;226,5784421;239,3652787;325,8801171;328,6552667;357,8707785;362,4104109;357,3405391;353,8221527;350,7317012;359,0944957;356,4608759;361,1268443;362,7374185;360,427905;364,273753;364,2878872;384,0645466;390,9853807
Guam;CO2;0,147842063;0,150649612;0,153475381;0,156325445;0,159230173;0,162229042;0,165315978;0,168492502;0,171761648;0,175123418;0,17859907;0,182170381;0,185846462;0,189636425;0,193522048;0,197486629;0,201525612;0,205605592;0,209787306;0,214113269;0,218607776;0,22327842;0,228037131;0,232783695;0,237314644;0,24150395;0,245298469;0,248704273;0,251701623;0,254246486;0,256335824;0,258524565;0,258698818;0,256503243;0,252478833;0,250111912;0,249099442;0,250183754;0,251260069;0,253130678;0,2532561;0,25268741;0,251496342;0,250522744;0,249419646;0,24920593;0,264074668;0,294599714;0,339540634;0,362121253;0,361896543;0,323426485;0,3047379;0,306227714;0,309235962
Guyana;CO2;1502,505226;1502,527921;1524,580213;1766,123283;1558,104879;1840,306632;1865,528051;1868,521064;1760,623074;1681,169279;1773,094852;1772,772648;1442,558024;1294,100741;1402,611002;1440,679945;1364,462083;1345,424456;1395,387856;1234,044034;1173,656515;1145,931601;1082,456681;1088,756528;1414,86352;1532,383043;1581,829673;1723,966456;1749,371437;1737,600339;1662,066381;1645,588703;1623,735684;1619,652554;1673,479868;1483,39795;1334,585161;1607,035038;1605,521369;1629,003362;1761,157329;1833,376745;2002,621925;1977,399965;2065,134205;2074,602686;2456,415558;2468,842672;2580,789011;2793,429308;3329,848093;3321,121079;3684,02314;3740,479406;3788,603497
Hong Kong;CO2;9526,465312;9565,097064;9850,983505;9938,027084;11388,00906;11268,98691;13082,62834;15168,19767;16170,87395;15120,45089;15556,67653;16740,26863;19054,11301;22553,0064;24921,80707;25943,3162;29793,60803;29811,30731;33354,32416;34273,80429;35044,26717;38496,90152;43492,67934;44463,77626;38138,79669;38627,49708;36096,20789;34410,02259;42572,84947;45539,94579;41900,98153;41856,87925;40951,34741;44517,42486;40751,59826;43005,42371;42432,22157;44431,12772;43130,4339;45145,50717;42227,73918;45182,24581;44646,96194;46185,83413;47554,31803;44245,46302;45079,38654;44134,78803;44059,12154;43508,22528;34061,8766;34537,33885;32132,15156;34119,38496;34616,16402
Honduras;CO2;1221,002265;1221,320231;1273,173302;1401,063031;1374,313227;1480,241356;1556,005386;1689,594575;1706,736149;1807,314066;1868,191626;1782,501726;1753,061826;2015,744654;2063,900122;1862,243217;1897,654568;2103,614048;2251,592094;2499,281647;2360,376721;2377,438588;2674,384826;2803,858276;3201,612488;3781,986937;4008,47429;4117,781755;4768,143084;4831,396577;5000,258836;5886,762163;6217,637129;6882,870011;7829,746211;7095,460505;8147,119255;8666,962872;8665,064307;8170,163088;7983,197386;9490,956472;9929,642415;10120,20023;9934,749873;10818,80257;9732,058844;9347,206926;9006,099484;10152,5183;9222,021336;10370,61421;10570,6835;11849,10901;12292,75585
Croatia;CO2;15879,11678;16113,15684;15791,2274;17324,76664;18662,41378;19711,59705;19415,1447;19837,97023;21375,46362;22435,22487;20815,39083;22636,91415;23813,81459;27603,13286;27881,481;28655,73755;31182,46889;30409,16661;33421,90418;31966,55646;24023,5909;17739,26832;16388,22992;16646,79608;15974,38406;16501,52911;17204,34349;18310,62186;19027,49837;19938,14747;19377,99129;20543,40081;21358,9837;22748,73982;22728,08641;22850,65604;23036,57519;24505,74761;23322,08279;21673,11796;20940,4767;20454,0814;18787,23576;18381,28302;17677,06329;18024,51132;18274,58566;18797,12935;17766,11489;17972,23485;17191,46449;17506,72143;17634,5512;18664,42746;18679,58527
Haiti;CO2;533,5811989;538,4852818;522,7663383;550,080535;599,2224642;605,9627166;811,1113196;846,8953558;886,4209252;868,5652949;859,1168136;753,3491534;893,0005902;983,2350685;1012,825429;1046,957354;979,1145715;1056,802261;1132,080936;1161,611551;1141,600709;1114,137473;1036,61204;877,5332205;414,1857996;1126,646157;1280,567985;1495,739232;1532,680735;1602,961296;1695,050691;1727,979783;1951,475929;1937,419667;1790,789245;1829,074225;1851,418595;2183,836123;2163,339367;2123,343976;2598,881825;2944,412402;2758,592467;2977,448716;3228,281588;3493,965771;3578,04069;3586,651552;3557,682298;3594,922166;3444,536608;3408,266946;3389,348551;3380,537515;3513,797937
Hungary;CO2;66277,67494;67928,24138;70055,63378;74875,0928;76921,92044;78415,59252;82387,41752;86284,54818;93699,562;92340,45143;91608,81255;90365,18409;90559,40595;86845,6258;88411,65855;88352,55516;86960,62963;88067,26459;83360,85446;81112,01798;72325,27883;68431,59286;61718,94053;62712,79077;62459,66494;62367,25172;63594,91386;62304,31795;62207,25602;62614,8051;59462,28449;61005,13453;59982,41562;62681,02852;60819,52543;61215,29646;60679,67809;59145,10243;57838,40692;51701,42914;52346,29559;51436,73318;47652,70209;44796,58469;44832,15531;47541,00457;48265,08733;51134,55409;51259,5363;51502,78687;49652,1197;50986,01563;47573,28964;42977,57143;42626,87083
Indonesia;CO2;31123,67136;31496,1298;37263,37289;42033,31596;46956,60763;48794,74508;52527,13283;71798,71276;84466,59681;90919,61342;90599,42187;95658,6643;96401,95905;95422,07893;97644,72456;106038,3212;117103,6072;120215,0179;128668,0735;134484,841;161768,6994;174659,2663;182552,4499;199850,7094;212747,4865;239098,9766;252007,559;275520,703;278243,4238;295250,0066;299070,2443;319562,0442;324938,8613;353623,0195;360151,3226;362597,0471;383419,3684;401793,4334;397255,3682;411349,0751;443682,0416;499936,2131;504257,2449;474965,117;505076,1702;512397,2596;507096,5128;535747,4115;596469,2292;637569,1589;596283,931;622686,8421;722699,5771;772561,7877;812204,1592
India;CO2;212796,1113;213289,6921;221389,1075;220046,6055;235855,0382;251149,0055;268530,5518;273625,7306;268166,8319;288225,7323;303571,553;333983,4418;351898,6131;374592,068;412856,3776;431406,2624;468592,3123;501428,2893;532292,7284;570118,4237;600681,1818;646380,4895;669656,4013;699747,2236;743849,375;796445,1758;833488,3462;877681,0259;900595,5361;961594,261;996890,915;1012998,03;1051084,585;1083013,978;1168056,475;1217727,272;1299678,73;1415265,464;1519770,38;1621179,652;1730054,152;1845643,741;2015287,562;2072625,613;2237664,734;2278229,605;2311977,119;2441201,462;2556718,912;2551485,098;2356958,991;2597934,323;2807080,475;3014522,625;3153829,13
Ireland;CO2;20662,37131;23142,49435;22770,98216;22339,01362;24171,86543;22709,02083;23277,79834;24868,80749;24668,56969;29015,3245;27894,24867;27666,72699;27377,20084;26971,58053;26987,33958;28591,03914;29552,70498;31113,68465;30231,05832;31273,87027;32339,16826;32874,31473;32766,86876;33001,34534;34219,50262;34788,47763;36107,20975;37363,20744;39783,95962;41220,67219;43826,98808;46050,68626;44983,13169;44468,48616;44991,3029;47073,7868;47688,21115;46944,93747;46281,41476;41173,5215;40924,86023;37144,0487;37602,2115;36333,75293;36139,0918;37648,01084;39513,25587;38263,17572;38025,18815;36369,02508;34293,27647;36382,61934;35686,10568;32862,94009;32569,2838
Iran, Islamic Republic of;CO2;80403,54205;86189,7211;96235,78064;114725,7236;121704,5495;124104,8913;143195,2598;150158,1168;146298,1211;136293,3392;116399,4357;115220,4268;141367,5127;159668,5972;157079,236;167240,4317;156029,1461;164960,5567;166449,6598;178655,4462;208474,8868;230226,6971;244525,6258;243310,2872;277551,5395;283369,3527;294164,8876;307291,2585;307051,6572;335856,223;353939,5887;368163,9026;384325,0266;405595,9498;434974,2256;468989,8651;506048,6254;538530,4128;555159,5663;573214,6267;576749,8043;585919,816;592477,8587;612631,503;636539,9155;629490,1672;642306,2945;666380,8472;661449,9488;712580,402;735870,8795;784264,6384;792058,9136;816133,0342;828989,585
Iraq;CO2;23561,14142;27538,20547;27394,05344;30063,70481;32355,98265;37027,03349;46459,76112;42633,94901;46909,4945;58092,20753;52234,9576;36302,85821;38521,47143;42379,79247;47717,95736;54719,58034;61416,62506;61145,62916;65811,05175;73493,3778;69444,52936;54450,92282;75774,15968;100171,1281;109954,5984;109099,9823;100664,7222;121121,1289;94267,73187;74302,69413;88811,04331;100652,7769;95051,75942;82888,45034;90321,88307;87236,33907;84863,99356;78430,0396;90671,35066;96850,37902;111493,5286;115906,4549;133044,7677;144410,1621;138287,9572;137904,074;155044,2389;167345,2698;180942,9278;193648,1422;183874,331;199709,8261;222278,3645;232975,9615;238670,3967
Iceland;CO2;1933,379204;2031,775935;2245,087908;2581,783103;2526,970658;2371,900955;2394,299657;2463,997161;2539,063758;2626,113942;2430,821668;2338,251022;1977,837724;2019,170483;2243,966925;2133,140198;2140,235342;2178,1941;2299,128923;2299,317199;2339,620516;2291,485717;2305,95326;2406,917008;2520,661693;2440,427522;2708,648537;2624,696553;2708,221635;2740,975738;2852,41722;2957,606496;3128,898079;3100,039025;3175,685636;3127,382176;3241,71094;3475,125579;3779,811641;3827,400122;3736,401673;3603,831972;3645,099078;3710,574601;3463,850747;3629,167458;3178,862012;3329,908984;3294,623918;3176,824226;3071,715337;3163,652706;3239,410614;3219,981699;3292,970709
Israel;CO2;14914,6022;14931,77746;15735,87759;16846,5054;17302,10307;18195,67757;18172,55699;18963,64154;20191,49832;20564,5499;20424,03637;21269,45134;22467,17785;23292,97571;24138,91724;25810,00397;28120,26173;30683,93319;32560,66481;33791,75592;35222,98099;35872,0489;38407,66516;42116,99147;45080,81914;48193,77227;51264,63136;52934,09835;53503,85254;54944,7526;59283,90578;59233,18651;62486,35617;64250,37257;64008,80787;61872,77897;65037,91471;67416,37527;67783,13625;67047,55468;71945,1852;71139,19726;77589,75701;68287,98525;65924,46325;67991,65634;67552,07966;67822,90512;63498,17212;65314,46411;61392,54517;60971,95452;63636,35951;60480,49518;57665,41279
Italy;CO2;314607,7444;329274,2348;347373,3189;369531,4384;372056,7646;355877,6851;382545,7584;371554,7422;378944,1804;394892,0739;397653,4969;385866,3671;377689,6333;373353,3266;378829,0501;378565,515;380416,805;399975,1223;404737,3338;422870,5051;426057,5292;424894,5418;423051,0508;416296,2959;410750,3976;434908,8234;429846,7663;433299,8461;442474,6113;449356,8392;454319,0969;453680,3649;460957,0427;480760,5944;492160,0556;493071,0786;487524,6011;480322,1772;464977,1812;413806,811;423632,8635;414504,1049;394453,687;361714,3307;342975,5537;353740,1113;349169,6571;345681,7176;340373,3554;332561,9947;295213,4485;330348,4239;331005,998;304308,0772;299228,526
